Time(s),Filtered_ECG(mV),R_Peak
-15.8864,-0.741623,0
-15.8813,-8.778276,0
-15.8701,-4.309104,0
-15.8691,6.556820,0
-15.8691,8.330950,0
-15.8661,-1.370140,0
-15.8621,-8.894353,0
-15.8580,-4.040840,0
-15.8541,7.040562,0
-15.8502,8.417443,0
-15.8462,-1.587393,0
-15.8422,-9.318048,0
-15.8381,-4.435291,0
-15.8342,6.891945,0
-15.8301,8.264903,0
-15.8261,-1.865260,0
-15.8222,-9.557676,0
-15.8182,-4.610305,0
-15.8142,6.947121,0
-15.8102,8.559958,0
-15.7986,-1.629316,0
-15.7976,-9.411373,0
-15.7976,-4.593138,0
-15.7946,6.774666,0
-15.7906,8.358434,0
-15.7866,-1.584059,0
-15.7826,-8.947434,0
-15.7783,-4.094068,0
-15.7749,7.152096,0
-15.7709,8.716423,0
-15.7669,-1.325808,0
-15.7619,-8.699912,0
-15.7589,-3.611552,0
-15.7549,7.488153,0
-15.7509,8.676120,0
-15.7464,-1.686708,0
-15.7424,-9.116894,0
-15.7380,-3.869305,0
-15.7340,7.547668,0
-15.7300,8.665905,0
-15.7260,-1.596611,0
-15.7210,-9.279173,0
-15.7169,-4.304496,0
-15.7053,7.152993,0
-15.7053,8.540721,0
-15.7043,-1.285232,0
-15.7023,-8.716704,0
-15.6983,-3.842563,0
-15.6943,7.118610,0
-15.6903,8.224913,0
-15.6863,-1.787350,0
-15.6823,-8.914519,0
-15.6783,-3.485135,0
-15.6743,7.770046,0
-15.6703,8.605532,0
-15.6663,-1.675344,0
-15.6623,-9.096495,0
-15.6583,-4.138149,0
-15.6543,6.622746,0
-15.6503,7.097396,0
-15.6461,-3.548679,0
-15.6421,-10.608433,0
-15.6381,-4.833189,0
-15.6341,6.944899,0
-15.6301,8.615996,0
-15.6261,-1.272680,0
-15.6218,-8.480802,0
-15.6158,-3.384177,0
-15.5973,7.381043,0
-15.5973,7.880660,0
-15.5963,-2.423202,0
-15.5953,-9.384527,0
-15.5953,-3.835817,0
-15.5943,7.396310,0
-15.5898,8.158893,0
-15.5858,-2.106531,0
-15.5818,-9.195715,0
-15.5778,-4.058725,0
-15.5738,6.533425,0
-15.5698,6.963303,0
-15.5658,-3.123574,0
-15.5618,-9.041360,0
-15.5578,-1.874080,0
-15.5538,10.415468,0
-15.5498,11.879180,0
-15.5458,1.621990,0
-15.5425,-6.273984,0
-15.5384,-1.876486,0
-15.5342,7.945022,0
-15.5297,7.608296,0
-15.5257,-3.034022,0
-15.5217,-9.920346,0
-15.5177,-4.347404,0
-15.5137,6.878526,0
-15.5097,7.452212,0
-15.5067,-2.892520,0
-15.4902,-9.739234,0
-15.4882,-4.091443,0
-15.4872,7.126824,0
-15.4862,7.379491,0
-15.4862,-3.166907,0
-15.4822,-9.970004,0
-15.4782,-4.103616,0
-15.4742,6.826183,0
-15.4702,7.126838,0
-15.4662,-2.825161,0
-15.4622,-9.166956,0
-15.4582,-3.176702,0
-15.4542,7.820941,0
-15.4502,7.973138,0
-15.4460,-2.768268,0
-15.4419,-9.764819,0
-15.4379,-4.080791,0
-15.4339,6.714245,0
-15.4299,6.713639,0
-15.4259,-3.760274,0
-15.4219,-10.394589,0
-15.4149,-4.462317,0
-15.4002,6.333551,0
-15.3992,6.553955,0
-15.3992,-3.760835,0
-15.3982,-10.290284,0
-15.3972,-4.384411,0
-15.3942,6.401933,0
-15.3895,6.138047,0
-15.3865,-4.623473,0
-15.3819,-10.951102,0
-15.3779,-4.552839,0
-15.3737,6.482236,0
-15.3697,6.389120,0
-15.3657,-4.166797,0
-15.3622,-10.483119,0
-15.3582,-4.294980,0
-15.3542,6.731708,0
-15.3498,6.585099,0
-15.3458,-3.792005,0
-15.3418,-9.893252,0
-15.3378,-3.622275,0
-15.3308,7.198019,0
-15.3158,7.176793,0
-15.3148,-3.182350,0
-15.3138,-9.200334,0
-15.3128,-2.651693,0
-15.3118,8.481420,0
-15.3098,8.298785,0
-15.3058,-2.178291,0
-15.3013,-7.984235,0
-15.2973,-1.169354,0
-15.2933,10.030371,0
-15.2893,9.811830,0
-15.2853,-0.910163,0
-15.2823,-7.304936,0
-15.2773,-0.836708,0
-15.2733,10.183975,0
-15.2693,9.821223,0
-15.2653,-0.872815,0
-15.2613,-7.146434,0
-15.2573,-0.877842,0
-15.2533,9.896146,0
-15.2493,9.389537,0
-15.2453,-1.212101,0
-15.2410,-7.497974,0
-15.2251,-1.140519,0
-15.2240,9.475030,0
-15.2230,8.500562,0
-15.2220,-2.297176,0
-15.2220,-8.432628,0
-15.2177,-1.882752,0
-15.2137,9.044276,0
-15.2091,8.219622,0
-15.2061,-2.779641,0
-15.2014,-8.898620,0
-15.1974,-2.431326,0
-15.1934,8.317289,0
-15.1894,7.665574,0
-15.1854,-2.957762,0
-15.1814,-8.953358,0
-15.1774,-2.190245,0
-15.1734,8.627577,0
-15.1694,7.911405,0
-15.1654,-2.707409,0
-15.1614,-8.653577,0
-15.1574,-2.002701,0
-15.1531,8.787721,0
-15.1481,7.789440,0
-15.1326,-3.119246,0
-15.1326,-9.087304,0
-15.1316,-2.257230,0
-15.1306,8.407175,0
-15.1296,7.272742,0
-15.1256,-3.523838,0
-15.1216,-9.182463,0
-15.1176,-2.269468,0
-15.1136,8.456405,0
-15.1096,7.330179,0
-15.1056,-3.720074,0
-15.1011,-9.413422,0
-15.0971,-2.256847,0
-15.0931,8.446209,0
-15.0891,7.368810,0
-15.0857,-3.342807,0
-15.0817,-9.028632,0
-15.0777,-2.207460,0
-15.0737,8.414249,0
-15.0684,7.169115,0
-15.0498,-3.918765,0
-15.0498,-9.665031,0
-15.0488,-2.601596,0
-15.0478,8.129678,0
-15.0468,6.924702,0
-15.0458,-4.077390,0
-15.0418,-9.541949,0
-15.0378,-2.180382,0
-15.0338,8.712405,0
-15.0298,7.313363,0
-15.0258,-3.871691,0
-15.0213,-9.728676,0
-15.0177,-2.647333,0
-15.0137,8.281365,0
-15.0087,7.094858,0
-15.0057,-3.501195,0
-15.0012,-8.956019,0
-14.9972,-1.917987,0
-14.9938,8.448011,0
-14.9872,6.691929,0
-14.9712,-4.377502,0
-14.9702,-9.799329,0
-14.9692,-2.481197,0
-14.9692,8.119330,0
-14.9682,6.704922,0
-14.9652,-4.206864,0
-14.9612,-9.563569,0
-14.9572,-2.370731,0
-14.9532,7.821244,0
-14.9489,6.175499,0
-14.9456,-4.879837,0
-14.9416,-10.298191,0
-14.9376,-3.094582,0
-14.9336,7.399060,0
-14.9296,5.796635,0
-14.9256,-4.712618,0
-14.9216,-9.678607,0
-14.9176,-2.190491,0
-14.9134,8.122732,0
-14.9094,6.106773,0
-14.9054,-4.958281,0
-14.9009,-9.861858,0
-14.8939,-2.384001,0
-14.8785,8.102177,0
-14.8755,6.202769,0
-14.8755,-4.767332,0
-14.8745,-9.942239,0
-14.8725,-2.305544,0
-14.8705,8.110669,0
-14.8695,6.335540,0
-14.8655,-4.297796,0
-14.8615,-8.998682,0
-14.8575,-1.416533,0
-14.8535,8.747235,0
-14.8495,6.303668,0
-14.8451,-5.010913,0
-14.8411,-10.244255,0
-14.8371,-2.965274,0
-14.8327,7.665206,0
-14.8287,5.970036,0
-14.8247,-4.753565,0
-14.8213,-9.226246,0
-14.8162,-1.379405,0
-14.8011,9.001577,0
-14.8001,6.726336,0
-14.7991,-4.565258,0
-14.7981,-9.412740,0
-14.7971,-1.788865,0
-14.7931,8.385824,0
-14.7891,6.259757,0
-14.7851,-4.816341,0
-14.7811,-9.505025,0
-14.7771,-1.352384,0
-14.7730,8.740054,0
-14.7688,6.117997,0
-14.7648,-5.225845,0
-14.7608,-10.110351,0
-14.7568,-2.152522,0
-14.7528,8.663692,0
-14.7488,7.646798,0
-14.7446,-1.973533,0
-14.7406,-5.510467,0
-14.7366,2.589515,0
-14.7325,12.063329,0
-14.7281,8.412000,0
-14.7117,-3.753803,0
-14.7117,-9.079964,0
-14.7107,-1.863042,0
-14.7107,7.900382,0
-14.7042,5.622026,0
-14.7029,-5.302546,0
-14.7009,-9.598751,0
-14.6967,-1.658815,0
-14.6927,8.575502,0
-14.6887,6.152216,0
-14.6847,-4.970547,0
-14.6807,-9.380605,0
-14.6767,-1.439902,0
-14.6732,8.304296,0
-14.6687,5.878210,0
-14.6657,-4.869410,0
-14.6610,-8.652276,0
-14.6569,-0.033282,0
-14.6529,10.268908,0
-14.6489,7.564616,0
-14.6446,-3.899997,0
-14.6304,-8.674061,0
-14.6284,-1.005213,0
-14.6284,8.655145,0
-14.6274,5.943283,0
-14.6244,-4.997239,0
-14.6210,-9.269145,0
-14.6170,-1.360067,0
-14.6130,8.180860,0
-14.6090,5.074034,0
-14.6050,-5.973082,0
-14.6005,-10.007189,0
-14.5965,-1.510599,0
-14.5925,8.357841,0
-14.5885,5.563163,0
-14.5845,-5.610594,0
-14.5805,-9.844425,0
-14.5765,-1.565676,0
-14.5725,8.349524,0
-14.5685,5.214728,0
-14.5645,-6.071942,0
-14.5610,-10.083968,0
-14.5570,-1.568173,0
-14.5510,8.321871,0
-14.5359,5.288687,0
-14.5349,-5.425782,0
-14.5339,-8.884952,0
-14.5329,-0.402673,0
-14.5319,9.358465,0
-14.5289,6.215838,0
-14.5249,-4.724260,0
-14.5205,-8.050660,0
-14.5165,0.681652,0
-14.5125,10.703165,0
-14.5085,7.745692,0
-14.5055,-3.142109,0
-14.5010,-6.641274,0
-14.4970,1.797432,0
-14.4927,11.438181,0
-14.4887,8.290944,0
-14.4847,-2.592503,0
-14.4807,-6.220941,0
-14.4737,2.396689,0
-14.4567,12.028850,0
-14.4557,8.625399,0
-14.4557,-2.176396,0
-14.4547,-5.501649,0
-14.4537,3.158502,0
-14.4527,12.553621,0
-14.4487,8.909826,0
-14.4443,-2.402493,0
-14.4403,-6.179219,0
-14.4363,2.498560,0
-14.4323,11.915408,0
-14.4289,8.256369,0
-14.4249,-2.714575,0
-14.4209,-6.268765,0
-14.4168,2.150106,0
-14.4128,11.252197,0
-14.4083,7.580114,0
-14.4053,-3.510409,0
-14.3998,-7.003105,0
-14.3948,1.648915,0
-14.3748,11.076880,0
-14.3718,7.299457,0
-14.3708,-3.773756,0
-14.3698,-6.952419,0
-14.3698,1.972336,0
-14.3688,11.373314,0
-14.3688,7.616431,0
-14.3638,-3.624603,0
-14.3598,-6.908155,0
-14.3568,1.741885,0
-14.3518,10.867234,0
-14.3478,7.014393,0
-14.3438,-3.927295,0
-14.3398,-6.987479,0
-14.3358,2.113271,0
-14.3324,11.332021,0
-14.3284,7.288997,0
-14.3244,-3.791939,0
-14.3198,-6.768895,0
-14.3168,2.093260,0
-14.3128,11.184717,0
-14.3088,7.247252,0
-14.3048,-3.947194,0
-14.3007,-7.066460,0
-14.2967,1.908198,0
-14.2927,11.077534,0
-14.2877,7.015358,0
-14.2733,-3.918699,0
-14.2733,-7.008345,0
-14.2723,1.877793,0
-14.2713,10.912021,0
-14.2683,6.577873,0
-14.2643,-4.554314,0
-14.2603,-7.528993,0
-14.2563,1.566358,0
-14.2523,10.698611,0
-14.2483,6.555432,0
-14.2443,-4.333810,0
-14.2403,-7.317977,0
-14.2363,1.290084,0
-14.2323,9.851285,0
-14.2283,5.612268,0
-14.2243,-5.187519,0
-14.2203,-7.829418,0
-14.2163,1.268540,0
-14.2126,10.112112,0
-14.2086,5.826556,0
-14.1941,-5.177056,0
-14.1911,-7.893187,0
-14.1871,0.845496,0
-14.1851,9.635545,0
-14.1841,5.499214,0
-14.1841,-5.246231,0
-14.1801,-7.958058,0
-14.1765,0.882884,0
-14.1725,9.499603,0
-14.1685,5.019725,0
-14.1645,-5.873060,0
-14.1600,-8.295081,0
-14.1560,0.781008,0
-14.1520,9.223361,0
-14.1476,4.600356,0
-14.1446,-6.392907,0
-14.1406,-8.938081,0
-14.1366,0.294826,0
-14.1315,8.751164,0
-14.1285,4.062398,0
-14.1245,-6.787849,0
-14.1203,-9.261406,0
-14.1142,0.132904,0
-14.0987,8.869995,0
-14.0957,4.457601,0
-14.0957,-6.357339,0
-14.0947,-8.753419,0
-14.0927,0.471744,0
-14.0917,9.043068,0
-14.0877,4.241497,0
-14.0837,-6.770954,0
-14.0797,-9.089896,0
-14.0757,0.114110,0
-14.0724,8.472500,0
-14.0684,3.407674,0
-14.0644,-7.408926,0
-14.0604,-9.535925,0
-14.0564,-0.727172,0
-14.0524,7.210683,0
-14.0479,2.222964,0
-14.0439,-8.325810,0
-14.0385,-9.828113,0
-14.0242,0.133176,0
-14.0242,8.766009,0
-14.0232,3.727909,0
-14.0232,-7.387225,0
-14.0192,-9.853344,0
-14.0162,-0.687009,0
-14.0112,7.593210,0
-14.0082,2.774447,0
-14.0037,-7.848981,0
-13.9997,-9.679104,0
-13.9957,-0.176581,0
-13.9917,7.808053,0
-13.9875,2.710435,0
-13.9835,-8.004594,0
-13.9795,-10.139210,0
-13.9755,-1.057963,0
-13.9715,7.159453,0
-13.9675,2.294617,0
-13.9632,-7.908281,0
-13.9482,-8.469297,0
-13.9472,2.367306,0
-13.9462,11.131443,0
-13.9462,5.936561,0
-13.9442,-5.716996,0
-13.9402,-8.911598,0
-13.9362,-0.694832,0
-13.9312,6.706048,0
-13.9282,1.322532,0
-13.9242,-9.057537,0
-13.9202,-10.465016,0
-13.9162,-0.574729,0
-13.9112,7.664911,0
-13.9079,2.334643,0
-13.9034,-8.738836,0
-13.8993,-10.239715,0
-13.8963,-0.328037,0
-13.8913,7.487570,0
-13.8843,2.027834,0
-13.8693,-8.696494,0
-13.8683,-10.420211,0
-13.8673,-0.767078,0
-13.8653,7.334384,0
-13.8613,2.079851,0
-13.8593,-8.375398,0
-13.8583,-9.785423,0
-13.8553,-0.434151,0
-13.8513,7.254574,0
-13.8480,2.055539,0
-13.8440,-8.224741,0
-13.8397,-8.964392,0
-13.8357,0.995042,0
-13.8317,8.432524,0
-13.8277,2.212785,0
-13.8237,-9.185409,0
-13.8197,-10.883682,0
-13.8157,-1.047129,0
-13.8117,6.885903,0
-13.8065,1.318038,0
-13.7952,-9.501661,0
-13.7942,-10.959021,0
-13.7882,-1.282097,0
-13.7862,6.377878,0
-13.7852,0.887856,0
-13.7832,-9.522751,0
-13.7792,-10.777623,0
-13.7751,-1.033382,0
-13.7721,6.493104,0
-13.7676,0.499773,0
-13.7636,-10.111708,0
-13.7596,-10.918533,0
-13.7556,-0.738756,0
-13.7516,6.831069,0
-13.7476,0.753923,0
-13.7442,-9.936046,0
-13.7392,-10.771721,0
-13.7352,-0.622321,0
-13.7318,7.232592,0
-13.7273,1.690009,0
-13.7233,-8.970193,0
-13.7193,-9.816119,0
-13.7156,0.575243,0
-13.6991,8.152736,0
-13.6981,2.407129,0
-13.6981,-8.049910,0
-13.6971,-8.715839,0
-13.6951,1.440295,0
-13.6911,9.059416,0
-13.6871,3.249816,0
-13.6835,-7.494981,0
-13.6791,-8.312846,0
-13.6754,2.185332,0
-13.6712,9.673271,0
-13.6672,3.609575,0
-13.6632,-7.045351,0
-13.6592,-7.653874,0
-13.6552,2.771661,0
-13.6512,10.218049,0
-13.6472,3.947214,0
-13.6432,-7.033724,0
-13.6392,-8.161086,0
-13.6352,1.530666,0
-13.6310,8.437143,0
-13.6276,2.030826,0
-13.6216,-8.623359,0
-13.5997,-9.435286,0
-13.5987,0.616069,0
-13.5977,8.111591,0
-13.5977,2.211681,0
-13.5957,-8.281091,0
-13.5957,-8.943036,0
-13.5947,1.264514,0
-13.5912,8.292114,0
-13.5872,2.233403,0
-13.5832,-8.157387,0
-13.5792,-8.712420,0
-13.5762,1.583910,0
-13.5717,9.163006,0
-13.5677,3.080340,0
-13.5637,-7.734064,0
-13.5597,-8.423286,0
-13.5557,1.665231,0
-13.5517,8.506003,0
-13.5467,1.959034,0
-13.5437,-8.590295,0
-13.5397,-8.727283,0
-13.5357,1.805064,0
-13.5312,8.955460,0
-13.5272,2.763211,0
-13.5232,-7.641908,0
-13.5192,-8.051357,0
-13.5132,1.961815,0
-13.4997,8.699736,0
-13.4987,2.192786,0
-13.4977,-8.258992,0
-13.4967,-8.471999,0
-13.4957,1.974013,0
-13.4911,8.971056,0
-13.4871,2.636106,0
-13.4831,-7.714811,0
-13.4791,-7.889766,0
-13.4751,2.305994,0
-13.4711,9.003464,0
-13.4671,2.215766,0
-13.4631,-8.477779,0
-13.4591,-8.770285,0
-13.4551,1.736371,0
-13.4511,8.862445,0
-13.4471,2.292197,0
-13.4431,-7.996776,0
-13.4351,-8.410146,0
-13.4301,1.820192,0
-13.4291,8.590243,0
-13.4221,1.907297,0
-13.4211,-8.379130,0
-13.4161,-8.163608,0
-13.4141,2.459479,0
-13.4111,9.325641,0
-13.4071,2.567538,0
-13.4026,-7.792313,0
-13.3985,-7.798773,0
-13.3955,2.604601,0
-13.3915,9.326991,0
-13.3875,2.562336,0
-13.3834,-8.082833,0
-13.3794,-8.477577,0
-13.3754,1.681246,0
-13.3714,8.094604,0
-13.3674,1.446312,0
-13.3634,-8.377415,0
-13.3594,-7.818807,0
-13.3554,2.913379,0
-13.3514,9.401438,0
-13.3440,2.477591,0
-13.3320,-7.865626,0
-13.3280,-7.673877,0
-13.3270,2.682330,0
-13.3260,9.202845,0
-13.3240,2.510774,0
-13.3230,-7.756279,0
-13.3190,-7.748005,0
-13.3150,2.575094,0
-13.3109,8.973580,0
-13.3069,2.269176,0
-13.3034,-7.845198,0
-13.2984,-7.646619,0
-13.2944,2.650173,0
-13.2904,9.057254,0
-13.2864,2.764254,0
-13.2824,-6.010278,0
-13.2784,-4.254448,0
-13.2744,6.826586,0
-13.2714,12.875159,0
-13.2670,4.695869,0
-13.2629,-6.688911,0
-13.2589,-7.335193,0
-13.2549,2.622467,0
-13.2415,8.586764,0
-13.2405,1.410299,0
-13.2395,-8.613116,0
-13.2395,-7.996714,0
-13.2351,2.712296,0
-13.2311,8.795864,0
-13.2271,1.718820,0
-13.2230,-8.331986,0
-13.2190,-7.701159,0
-13.2149,2.797846,0
-13.2106,8.525753,0
-13.2071,1.173558,0
-13.2026,-8.661924,0
-13.1976,-7.711722,0
-13.1946,3.010464,0
-13.1906,8.759361,0
-13.1866,1.456695,0
-13.1826,-8.747712,0
-13.1786,-8.083708,0
-13.1746,2.673644,0
-13.1556,8.667031,0
-13.1546,1.486328,0
-13.1546,-8.597263,0
-13.1536,-7.985897,0
-13.1526,2.501182,0
-13.1506,8.146731,0
-13.1466,1.060854,0
-13.1426,-8.663162,0
-13.1386,-7.888581,0
-13.1346,2.755726,0
-13.1306,8.528652,0
-13.1266,0.967295,0
-13.1226,-9.141982,0
-13.1186,-8.127646,0
-13.1146,2.630038,0
-13.1106,8.205107,0
-13.1066,0.596714,0
-13.1031,-9.454650,0
-13.0991,-8.330827,0
-13.0951,2.471663,0
-13.0911,8.279798,0
-13.0841,0.957417,0
-13.0791,-8.920414,0
-13.0791,-7.967939,0
-13.0728,2.556528,0
-13.0656,8.136878,0
-13.0646,0.717016,0
-13.0626,-8.751002,0
-13.0586,-6.994960,0
-13.0546,4.142208,0
-13.0506,9.885769,0
-13.0466,2.435823,0
-13.0426,-7.358663,0
-13.0383,-6.095587,0
-13.0343,4.583806,0
-13.0303,10.145134,0
-13.0263,2.655299,0
-13.0223,-6.957499,0
-13.0183,-5.534432,0
-13.0143,5.587904,0
-13.0103,11.017213,0
-13.0061,3.401118,0
-13.0013,-6.518525,0
-12.9883,-5.252850,0
-12.9873,5.616533,0
-12.9873,10.926107,0
-12.9843,2.966152,0
-12.9823,-7.035662,0
-12.9779,-5.541215,0
-12.9739,5.031936,0
-12.9699,10.057763,0
-12.9659,2.374529,0
-12.9619,-7.480841,0
-12.9579,-6.193885,0
-12.9539,4.292171,0
-12.9509,9.282491,0
-12.9469,1.339978,0
-12.9419,-8.213776,0
-12.9389,-6.606064,0
-12.9339,4.105644,0
-12.9271,8.870104,0
-12.9128,0.621843,0
-12.9098,-9.270494,0
-12.9068,-7.580716,0
-12.9058,3.502886,0
-12.9048,8.638554,0
-12.9048,0.729522,0
-12.9023,-9.032292,0
-12.8983,-7.408987,0
-12.8943,3.771651,0
-12.8903,9.095707,0
-12.8863,1.258487,0
-12.8823,-8.317385,0
-12.8783,-6.883561,0
-12.8743,3.913015,0
-12.8703,8.903914,0
-12.8663,0.780833,0
-12.8623,-8.751195,0
-12.8583,-6.727582,0
-12.8523,4.356439,0
-12.8370,9.043066,0
-12.8360,1.125738,0
-12.8360,-8.350520,0
-12.8360,-6.299084,0
-12.8340,5.040422,0
-12.8300,10.107170,0
-12.8260,1.802506,0
-12.8220,-8.272481,0
-12.8180,-7.017062,0
-12.8140,3.726840,0
-12.8100,8.969719,0
-12.8060,1.205637,0
-12.8025,-8.200074,0
-12.7985,-6.121157,0
-12.7945,4.786941,0
-12.7895,9.394764,0
-12.7862,1.038392,0
-12.7822,-8.414595,0
-12.7758,-6.430746,0
-12.7597,4.360803,0
-12.7587,9.052192,0
-12.7587,0.876681,0
-12.7577,-8.578060,0
-12.7567,-6.465052,0
-12.7537,4.743907,0
-12.7507,9.371071,0
-12.7457,0.836425,0
-12.7417,-8.892575,0
-12.7386,-7.102558,0
-12.7346,3.906826,0
-12.7306,8.547238,0
-12.7266,0.568388,0
-12.7226,-8.440881,0
-12.7186,-6.262861,0
-12.7139,4.602821,0
-12.7099,8.870675,0
-12.7059,0.440008,0
-12.7024,-8.844979,0
-12.6933,-6.366806,0
-12.6783,5.057417,0
-12.6743,9.672433,0
-12.6723,1.242928,0
-12.6703,-8.388280,0
-12.6693,-6.260447,0
-12.6683,5.047055,0
-12.6683,9.812044,0
-12.6663,1.617728,0
-12.6613,-7.850760,0
-12.6583,-5.850492,0
-12.6543,4.818104,0
-12.6502,8.604436,0
-12.6462,-0.162275,0
-12.6422,-9.494506,0
-12.6382,-6.865764,0
-12.6342,4.735318,0
-12.6302,9.392545,0
-12.6262,0.908700,0
-12.6222,-8.024946,0
-12.6182,-5.543245,0
-12.6142,5.425903,0
-12.6102,9.449716,0
-12.6006,0.757171,0
-12.5901,-8.553522,0
-12.5851,-6.026735,0
-12.5841,5.031176,0
-12.5841,9.029817,0
-12.5831,0.491447,0
-12.5821,-8.677234,0
-12.5781,-6.152851,0
-12.5741,4.597943,0
-12.5697,8.449169,0
-12.5663,0.159388,0
-12.5623,-8.289209,0
-12.5583,-4.476862,0
-12.5543,8.172263,0
-12.5503,13.417674,0
-12.5463,4.891118,0
-12.5419,-5.021750,0
-12.5379,-3.687473,0
-12.5339,6.132812,0
-12.5299,9.263320,0
-12.5259,-0.044387,0
-12.5219,-9.261886,0
-12.5179,-6.531485,0
-12.5139,4.647347,0
-12.5089,8.518027,0
-12.4953,0.015581,0
-12.4953,-8.821013,0
-12.4943,-6.097444,0
-12.4933,4.881975,0
-12.4893,8.472813,0
-12.4863,-0.281646,0
-12.4813,-9.150794,0
-12.4773,-6.241791,0
-12.4733,4.662532,0
-12.4703,8.264050,0
-12.4653,-0.498262,0
-12.4613,-9.357931,0
-12.4573,-6.356876,0
-12.4533,4.636062,0
-12.4493,8.457403,0
-12.4453,-0.232349,0
-12.4413,-8.981328,0
-12.4373,-5.998586,0
-12.4333,4.972260,0
-12.4280,8.382919,0
-12.4130,-0.472760,0
-12.4100,-9.378069,0
-12.4090,-6.548444,0
-12.4080,4.334413,0
-12.4070,7.856487,0
-12.4060,-0.984682,0
-12.4025,-9.687144,0
-12.3981,-6.853087,0
-12.3931,3.826085,0
-12.3901,7.045766,0
-12.3861,-1.547359,0
-12.3811,-9.831443,0
-12.3781,-6.233005,0
-12.3733,5.036688,0
-12.3693,8.284736,0
-12.3653,-1.019014,0
-12.3613,-9.774312,0
-12.3573,-6.689544,0
-12.3533,4.321966,0
-12.3493,7.752197,0
-12.3453,-0.857579,0
-12.3413,-9.276672,0
-12.3373,-5.719019,0
-12.3319,5.595467,0
-12.3171,9.111789,0
-12.3166,0.597188,0
-12.3160,-7.329777,0
-12.3155,-3.980457,0
-12.3132,6.857830,0
-12.3093,9.828394,0
-12.3048,1.211318,0
-12.3012,-6.746457,0
-12.2972,-2.781839,0
-12.2932,8.403041,0
-12.2889,11.382710,0
-12.2849,2.172502,0
-12.2819,-6.300960,0
-12.2769,-2.685468,0
-12.2739,8.481409,0
-12.2699,11.477999,0
-12.2659,2.330799,0
-12.2619,-6.139041,0
-12.2569,-2.729232,0
-12.2529,8.099366,0
-12.2495,10.838229,0
-12.2455,1.543552,0
-12.2375,-7.017470,0
-12.2235,-3.493336,0
-12.2225,7.334410,0
-12.2215,9.828351,0
-12.2215,0.528438,0
-12.2205,-7.828912,0
-12.2175,-4.300318,0
-12.2137,6.777182,0
-12.2097,9.351041,0
-12.2057,0.079526,0
-12.2012,-8.194219,0
-12.1972,-4.662759,0
-12.1932,6.578696,0
-12.1892,9.152414,0
-12.1852,-0.091201,0
-12.1812,-8.258118,0
-12.1772,-4.590724,0
-12.1732,6.384297,0
-12.1692,8.957107,0
-12.1652,-0.268276,0
-12.1612,-8.420744,0
-12.1572,-4.721109,0
-12.1532,6.363288,0
-12.1464,8.891313,0
-12.1322,-0.355153,0
-12.1302,-8.512077,0
-12.1292,-4.597411,0
-12.1292,6.384769,0
-12.1282,8.758303,0
-12.1253,-0.496094,0
-12.1212,-8.427339,0
-12.1172,-4.164916,0
-12.1132,7.133235,0
-12.1092,9.582220,0
-12.1052,0.178522,0
-12.1007,-8.148613,0
-12.0977,-4.502350,0
-12.0927,6.292769,0
-12.0897,8.523939,0
-12.0852,-0.742746,0
-12.0812,-8.627324,0
-12.0772,-4.597012,0
-12.0732,6.333428,0
-12.0692,8.378338,0
-12.0652,-1.163489,0
-12.0612,-8.785276,0
-12.0552,-4.730658,0
-12.0397,6.298219,0
-12.0387,8.711248,0
-12.0377,-0.679679,0
-12.0377,-8.713297,0
-12.0367,-4.600902,0
-12.0327,6.456453,0
-12.0287,8.440311,0
-12.0254,-1.148615,0
-12.0214,-9.108830,0
-12.0174,-4.992707,0
-12.0134,5.959819,0
-12.0094,7.999059,0
-12.0054,-1.516553,0
-12.0009,-9.410028,0
-11.9969,-4.902212,0
-11.9929,6.080098,0
-11.9894,7.785530,0
-11.9854,-1.635659,0
-11.9814,-9.435813,0
-11.9744,-5.018926,0
-11.9594,6.218765,0
-11.9594,7.948208,0
-11.9584,-1.801668,0
-11.9574,-9.473247,0
-11.9564,-4.763529,0
-11.9534,6.439264,0
-11.9494,8.313722,0
-11.9449,-1.337338,0
-11.9409,-9.083097,0
-11.9369,-4.537361,0
-11.9329,6.488900,0
-11.9289,8.373896,0
-11.9253,-1.219316,0
-11.9209,-8.861694,0
-11.9169,-4.472826,0
-11.9129,6.349510,0
-11.9089,7.909359,0
-11.9049,-1.797301,0
-11.9014,-9.257049,0
-11.8964,-4.377170,0
-11.8691,6.702101,0
-11.8638,8.444064,0
-11.8618,-1.244549,0
-11.8598,-8.650595,0
-11.8588,-3.683308,0
-11.8588,7.086507,0
-11.8578,8.214172,0
-11.8578,-1.866485,0
-11.8578,-9.850752,0
-11.8568,-5.609482,0
-11.8528,5.227305,0
-11.8488,6.923303,0
-11.8448,-2.251875,0
-11.8408,-9.128899,0
-11.8366,-3.874383,0
-11.8326,7.260003,0
-11.8286,8.517555,0
-11.8249,-1.555766,0
-11.8209,-9.268394,0
-11.8169,-4.420707,0
-11.8129,6.856053,0
-11.8087,8.532383,0
-11.8047,-1.313202,0
-11.8012,-8.766476,0
-11.7972,-3.839274,0
-11.7932,7.078982,0
-11.7892,8.151780,0
-11.7852,-2.182397,0
-11.7812,-9.780326,0
-11.7762,-4.792792,0
-11.7578,6.529961,0
-11.7568,8.681493,0
-11.7568,0.119117,0
-11.7558,-5.894523,0
-11.7558,-0.250145,0
-11.7528,10.771278,0
-11.7488,11.070513,0
