Time(s),Filtered_ECG(mV),R_Peak
-15.9263,-0.185597,0
-15.9224,-0.097279,0
-15.9182,0.009986,0
-15.9149,0.057393,0
-15.9109,0.035109,0
-15.9068,0.014410,0
-15.9028,0.084273,0
-15.8988,0.265209,0
-15.8944,0.474884,0
-15.8904,0.579470,0
-15.8864,0.494026,0
-15.8813,0.252785,0
-15.8701,-0.008289,0
-15.8691,-0.145463,0
-15.8691,-0.106046,0
-15.8661,0.042665,0
-15.8621,0.172738,0
-15.8580,0.192538,0
-15.8541,0.104559,0
-15.8502,-0.015942,0
-15.8462,-0.095092,0
-15.8422,-0.120491,0
-15.8381,-0.138197,0
-15.8342,-0.195781,0
-15.8301,-0.287531,0
-15.8261,-0.353574,0
-15.8222,-0.334261,0
-15.8182,-0.230120,0
-15.8142,-0.111297,0
-15.8102,-0.064528,0
-15.7986,-0.121436,0
-15.7976,-0.230063,0
-15.7976,-0.295480,0
-15.7946,-0.255878,0
-15.7906,-0.129674,0
-15.7866,0.005879,0
-15.7826,0.084598,0
-15.7783,0.107516,0
-15.7749,0.135383,0
-15.7709,0.224407,0
-15.7669,0.363709,0
-15.7619,0.473408,0
-15.7589,0.469594,0
-15.7549,0.341765,0
-15.7509,0.173310,0
-15.7464,0.081551,0
-15.7424,0.123233,0
-15.7380,0.244508,0
-15.7340,0.321026,0
-15.7300,0.259464,0
-15.7260,0.078633,0
-15.7210,-0.098125,0
-15.7169,-0.136531,0
-15.7053,0.002371,0
-15.7053,0.228256,0
-15.7043,0.387562,0
-15.7023,0.377644,0
-15.6983,0.220182,0
-15.6943,0.039534,0
-15.6903,-0.032128,0
-15.6863,0.053601,0
-15.6823,0.240028,0
-15.6783,0.419425,0
-15.6743,0.508179,0
-15.6703,0.480799,0
-15.6663,0.346663,0
-15.6623,0.108689,0
-15.6583,-0.243041,0
-15.6543,-0.689308,0
-15.6503,-1.133525,0
-15.6461,-1.407575,0
-15.6421,-1.352182,0
-15.6381,-0.925661,0
-15.6341,-0.259340,0
-15.6301,0.392282,0
-15.6261,0.783389,0
-15.6218,0.805933,0
-15.6158,0.532533,0
-15.5973,0.152612,0
-15.5973,-0.144891,0
-15.5963,-0.261027,0
-15.5953,-0.202317,0
-15.5953,-0.038560,0
-15.5943,0.144912,0
-15.5898,0.265539,0
-15.5858,0.243863,0
-15.5818,0.023668,0
-15.5778,-0.373081,0
-15.5738,-0.793367,0
-15.5698,-0.967697,0
-15.5658,-0.625186,0
-15.5618,0.335649,0
-15.5578,1.728156,0
-15.5538,3.108621,0
-15.5498,3.966927,0
-15.5458,3.978121,0
-15.5425,3.166507,0
-15.5384,1.882777,0
-15.5342,0.611126,0
-15.5297,-0.272971,0
-15.5257,-0.652533,0
-15.5217,-0.655614,0
-15.5177,-0.516031,0
-15.5137,-0.415640,0
-15.5097,-0.405843,0
-15.5067,-0.435229,0
-15.4902,-0.435785,0
-15.4882,-0.392767,0
-15.4872,-0.352319,0
-15.4862,-0.374918,0
-15.4862,-0.479363,0
-15.4822,-0.620131,0
-15.4782,-0.710656,0
-15.4742,-0.673350,0
-15.4702,-0.484451,0
-15.4662,-0.190185,0
-15.4622,0.111128,0
-15.4582,0.310531,0
-15.4542,0.334515,0
-15.4502,0.175494,0
-15.4460,-0.107894,0
-15.4419,-0.422111,0
-15.4379,-0.686000,0
-15.4339,-0.866956,0
-15.4299,-0.983644,0
-15.4259,-1.074798,0
-15.4219,-1.158779,0
-15.4149,-1.216933,0
-15.4002,-1.215786,0
-15.3992,-1.150280,0
-15.3992,-1.069299,0
-15.3982,-1.055278,0
-15.3972,-1.166579,0
-15.3942,-1.385627,0
-15.3895,-1.617319,0
-15.3865,-1.746225,0
-15.3819,-1.714076,0
-15.3779,-1.559620,0
-15.3737,-1.389060,0
-15.3697,-1.298345,0
-15.3657,-1.306390,0
-15.3622,-1.349719,0
-15.3582,-1.340067,0
-15.3542,-1.236649,0
-15.3498,-1.074613,0
-15.3458,-0.928892,0
-15.3418,-0.846552,0
-15.3378,-0.805907,0
-15.3308,-0.736397,0
-15.3158,-0.580587,0
-15.3148,-0.343606,0
-15.3138,-0.086709,0
-15.3128,0.129400,0
-15.3118,0.301398,0
-15.3098,0.488917,0
-15.3058,0.761024,0
-15.3013,1.127562,0
-15.2973,1.514749,0
-15.2933,1.809321,0
-15.2893,1.938555,0
-15.2853,1.922473,0
-15.2823,1.855874,0
-15.2773,1.834553,0
-15.2733,1.885130,0
-15.2693,1.954042,0
-15.2653,1.961844,0
-15.2613,1.875261,0
-15.2573,1.735987,0
-15.2533,1.622841,0
-15.2493,1.580525,0
-15.2453,1.576597,0
-15.2410,1.524659,0
-15.2251,1.356202,0
-15.2240,1.082263,0
-15.2230,0.793347,0
-15.2220,0.595718,0
-15.2220,0.533488,0
-15.2177,0.557262,0
-15.2137,0.562993,0
-15.2091,0.469854,0
-15.2061,0.277282,0
-15.2014,0.060313,0
-15.1974,-0.088474,0
-15.1934,-0.122744,0
-15.1894,-0.064838,0
-15.1854,0.023691,0
-15.1814,0.093280,0
-15.1774,0.136666,0
-15.1734,0.178432,0
-15.1694,0.239552,0
-15.1654,0.310988,0
-15.1614,0.358191,0
-15.1574,0.349310,0
-15.1531,0.280398,0
-15.1481,0.176482,0
-15.1326,0.070703,0
-15.1326,-0.017594,0
-15.1316,-0.087008,0
-15.1306,-0.140853,0
-15.1296,-0.173933,0
-15.1256,-0.175373,0
-15.1216,-0.145402,0
-15.1176,-0.107274,0
-15.1136,-0.097183,0
-15.1096,-0.135349,0
-15.1056,-0.202070,0
-15.1011,-0.243320,0
-15.0971,-0.207873,0
-15.0931,-0.089887,0
-15.0891,0.057851,0
-15.0857,0.154354,0
-15.0817,0.144308,0
-15.0777,0.034767,0
-15.0737,-0.113796,0
-15.0684,-0.234503,0
-15.0498,-0.300731,0
-15.0498,-0.334524,0
-15.0488,-0.371407,0
-15.0478,-0.414251,0
-15.0468,-0.419826,0
-15.0458,-0.334751,0
-15.0418,-0.153598,0
-15.0378,0.052158,0
-15.0338,0.167350,0
-15.0298,0.112465,0
-15.0258,-0.088297,0
-15.0213,-0.306502,0
-15.0177,-0.386162,0
-15.0137,-0.248893,0
-15.0087,0.046511,0
-15.0057,0.335159,0
-15.0012,0.449290,0
-14.9972,0.323650,0
-14.9938,0.031836,0
-14.9872,-0.267941,0
-14.9712,-0.435877,0
-14.9702,-0.430041,0
-14.9692,-0.312628,0
-14.9692,-0.189423,0
-14.9682,-0.134834,0
-14.9652,-0.157498,0
-14.9612,-0.222901,0
-14.9572,-0.302859,0
-14.9532,-0.404257,0
-14.9489,-0.552594,0
-14.9456,-0.748104,0
-14.9416,-0.937597,0
-14.9376,-1.033009,0
-14.9336,-0.968412,0
-14.9296,-0.753327,0
-14.9256,-0.479340,0
-14.9216,-0.270424,0
-14.9176,-0.209169,0
-14.9134,-0.289358,0
-14.9094,-0.426659,0
-14.9054,-0.518199,0
-14.9009,-0.508923,0
-14.8939,-0.420637,0
-14.8785,-0.327737,0
-14.8755,-0.299959,0
-14.8755,-0.352034,0
-14.8745,-0.431990,0
-14.8725,-0.453051,0
-14.8705,-0.347804,0
-14.8695,-0.112931,0
-14.8655,0.179325,0
-14.8615,0.408425,0
-14.8575,0.458872,0
-14.8535,0.275947,0
-14.8495,-0.101470,0
-14.8451,-0.548168,0
-14.8411,-0.900743,0
-14.8371,-1.027520,0
-14.8327,-0.887254,0
-14.8287,-0.545786,0
-14.8247,-0.140621,0
-14.8213,0.187184,0
-14.8162,0.354980,0
-14.8011,0.360491,0
-14.8001,0.257532,0
-14.7991,0.110087,0
-14.7981,-0.039424,0
-14.7971,-0.169078,0
-14.7931,-0.256395,0
-14.7891,-0.268913,0
-14.7851,-0.186445,0
-14.7811,-0.040860,0
-14.7771,0.068227,0
-14.7730,0.016350,0
-14.7688,-0.253256,0
-14.7648,-0.645751,0
-14.7608,-0.911602,0
-14.7568,-0.754878,0
-14.7528,-0.007906,0
-14.7488,1.230533,0
-14.7446,2.590471,0
-14.7406,3.582460,0
-14.7366,3.831004,0
-14.7325,3.258516,0
-14.7281,2.113774,0
-14.7117,0.831792,0
-14.7117,-0.187453,0
-14.7107,-0.751170,0
-14.7107,-0.907347,0
-14.7042,-0.843934,0
-14.7029,-0.739450,0
-14.7009,-0.667701,0
-14.6967,-0.605816,0
-14.6927,-0.514447,0
-14.6887,-0.410671,0
-14.6847,-0.369869,0
-14.6807,-0.456434,0
-14.6767,-0.644115,0
-14.6732,-0.798671,0
-14.6687,-0.749543,0
-14.6657,-0.408096,0
-14.6610,0.150601,0
-14.6569,0.706295,0
-14.6529,1.009446,0
-14.6489,0.923831,0
-14.6446,0.504236,0
-14.6304,-0.041095,0
-14.6284,-0.478263,0
-14.6284,-0.682599,0
-14.6274,-0.695577,0
-14.6244,-0.673047,0
-14.6210,-0.766390,0
-14.6170,-1.019283,0
-14.6130,-1.346450,0
-14.6090,-1.601200,0
-14.6050,-1.678568,0
-14.6005,-1.581500,0
-14.5965,-1.409170,0
-14.5925,-1.283663,0
-14.5885,-1.272030,0
-14.5845,-1.357612,0
-14.5805,-1.473351,0
-14.5765,-1.563340,0
-14.5725,-1.621789,0
-14.5685,-1.681442,0
-14.5645,-1.766368,0
-14.5610,-1.852664,0
-14.5570,-1.873159,0
-14.5510,-1.765369,0
-14.5359,-1.525410,0
-14.5349,-1.223308,0
-14.5339,-0.963265,0
-14.5329,-0.814645,0
-14.5319,-0.763256,0
-14.5289,-0.719452,0
-14.5249,-0.578998,0
-14.5205,-0.294514,0
-14.5165,0.092156,0
-14.5125,0.478000,0
-14.5085,0.765772,0
-14.5055,0.922040,0
-14.5010,0.987540,0
-14.4970,1.037136,0
-14.4927,1.122671,0
-14.4887,1.241683,0
-14.4847,1.352499,0
-14.4807,1.419762,0
-14.4737,1.451658,0
-14.4567,1.497784,0
-14.4557,1.608177,0
-14.4557,1.785206,0
-14.4547,1.967236,0
-14.4537,2.060392,0
-14.4527,1.999046,0
-14.4487,1.793031,0
-14.4443,1.527072,0
-14.4403,1.310589,0
-14.4363,1.210747,0
-14.4323,1.213619,0
-14.4289,1.238946,0
-14.4249,1.197085,0
-14.4209,1.048302,0
-14.4168,0.824583,0
-14.4128,0.601881,0
-14.4083,0.445806,0
-14.4053,0.370992,0
-14.3998,0.341894,0
-14.3948,0.310715,0
-14.3748,0.260692,0
-14.3718,0.220284,0
-14.3708,0.237360,0
-14.3698,0.333970,0
-14.3698,0.477732,0
-14.3688,0.593722,0
-14.3688,0.610388,0
-14.3638,0.507366,0
-14.3598,0.331278,0
-14.3568,0.168516,0
-14.3518,0.094164,0
-14.3478,0.131523,0
-14.3438,0.246979,0
-14.3398,0.378956,0
-14.3358,0.477348,0
-14.3324,0.526623,0
-14.3284,0.541500,0
-14.3244,0.544955,0
-14.3198,0.548286,0
-14.3168,0.546869,0
-14.3128,0.530517,0
-14.3088,0.496777,0
-14.3048,0.456154,0
-14.3007,0.426826,0
-14.2967,0.424324,0
-14.2927,0.452957,0
-14.2877,0.502112,0
-14.2733,0.547460,0
-14.2733,0.557437,0
-14.2723,0.506177,0
-14.2713,0.390794,0
-14.2683,0.243815,0
-14.2643,0.127710,0
-14.2603,0.105658,0
-14.2563,0.199997,0
-14.2523,0.365152,0
-14.2483,0.500177,0
-14.2443,0.502743,0
-14.2403,0.335285,0
-14.2363,0.058604,0
-14.2323,-0.195658,0
-14.2283,-0.301970,0
-14.2243,-0.218858,0
-14.2203,-0.014774,0
-14.2163,0.177353,0
-14.2126,0.246629,0
-14.2086,0.172401,0
-14.1941,0.028308,0
-14.1911,-0.077179,0
-14.1871,-0.078150,0
-14.1851,0.008989,0
-14.1841,0.107956,0
-14.1841,0.144617,0
-14.1801,0.099179,0
-14.1765,0.011491,0
-14.1725,-0.058444,0
-14.1685,-0.078929,0
-14.1645,-0.065765,0
-14.1600,-0.061619,0
-14.1560,-0.097919,0
-14.1520,-0.172574,0
-14.1476,-0.259137,0
-14.1446,-0.334294,0
-14.1406,-0.396260,0
-14.1366,-0.457969,0
-14.1315,-0.523832,0
-14.1285,-0.574225,0
-14.1245,-0.574177,0
-14.1203,-0.499850,0
-14.1142,-0.359669,0
-14.0987,-0.191580,0
-14.0957,-0.039347,0
-14.0957,0.071127,0
-14.0947,0.136233,0
-14.0927,0.160251,0
-14.0917,0.140867,0
-14.0877,0.072262,0
-14.0837,-0.036848,0
-14.0797,-0.152458,0
-14.0757,-0.231942,0
-14.0724,-0.262516,0
-14.0684,-0.288559,0
-14.0644,-0.393662,0
-14.0604,-0.636100,0
-14.0564,-0.980104,0
-14.0524,-1.281988,0
-14.0479,-1.359098,0
-14.0439,-1.108034,0
-14.0385,-0.592654,0
-14.0242,-0.032082,0
-14.0242,0.316188,0
-14.0232,0.307244,0
-14.0232,-0.006526,0
-14.0192,-0.415014,0
-14.0162,-0.686645,0
-14.0112,-0.706981,0
-14.0082,-0.527459,0
-14.0037,-0.300863,0
-13.9997,-0.162896,0
-13.9957,-0.152505,0
-13.9917,-0.223461,0
-13.9875,-0.320247,0
-13.9835,-0.438338,0
-13.9795,-0.606628,0
-13.9755,-0.804499,0
-13.9715,-0.895278,0
-13.9675,-0.659914,0
-13.9632,0.060132,0
-13.9482,1.199257,0
-13.9472,2.413002,0
-13.9462,3.204906,0
-13.9462,3.184127,0
-13.9442,2.300195,0
-13.9402,0.898277,0
-13.9362,-0.454048,0
-13.9312,-1.268921,0
-13.9282,-1.383357,0
-13.9242,-0.999415,0
-13.9202,-0.508397,0
-13.9162,-0.228865,0
-13.9112,-0.235100,0
-13.9079,-0.376247,0
-13.9034,-0.445766,0
-13.8993,-0.359268,0
-13.8963,-0.207384,0
-13.8913,-0.156634,0
-13.8843,-0.290935,0
-13.8693,-0.528052,0
-13.8683,-0.679920,0
-13.8673,-0.607139,0
-13.8653,-0.340408,0
-13.8613,-0.066347,0
-13.8593,0.017104,0
-13.8583,-0.135620,0
-13.8553,-0.366579,0
-13.8513,-0.423893,0
-13.8480,-0.155783,0
-13.8440,0.356394,0
-13.8397,0.830844,0
-13.8357,0.966836,0
-13.8317,0.646919,0
-13.8277,0.015195,0
-13.8237,-0.622561,0
-13.8197,-1.001911,0
-13.8157,-1.059604,0
-13.8117,-0.941909,0
-13.8065,-0.868484,0
-13.7952,-0.962846,0
-13.7942,-1.176109,0
-13.7882,-1.351044,0
-13.7862,-1.363935,0
-13.7852,-1.227260,0
-13.7832,-1.075197,0
-13.7792,-1.050878,0
-13.7751,-1.190608,0
-13.7721,-1.397573,0
-13.7676,-1.522109,0
-13.7636,-1.480420,0
-13.7596,-1.316292,0
-13.7556,-1.159626,0
-13.7516,-1.119039,0
-13.7476,-1.195856,0
-13.7442,-1.285782,0
-13.7392,-1.262582,0
-13.7352,-1.074471,0
-13.7318,-0.778231,0
-13.7273,-0.489274,0
-13.7233,-0.292524,0
-13.7193,-0.185753,0
-13.7156,-0.095722,0
-13.6991,0.052936,0
-13.6981,0.275616,0
-13.6981,0.520725,0
-13.6971,0.717373,0
-13.6951,0.833425,0
-13.6911,0.895601,0
-13.6871,0.959280,0
-13.6835,1.058703,0
-13.6791,1.182100,0
-13.6754,1.291181,0
-13.6712,1.364090,0
-13.6672,1.420536,0
-13.6632,1.504202,0
-13.6592,1.635758,0
-13.6552,1.776839,0
-13.6512,1.838356,0
-13.6472,1.731541,0
-13.6432,1.426042,0
-13.6392,0.973555,0
-13.6352,0.481573,0
-13.6310,0.058017,0
-13.6276,-0.234640,0
-13.6216,-0.389526,0
-13.5997,-0.433379,0
-13.5987,-0.397988,0
-13.5977,-0.308544,0
-13.5977,-0.191225,0
-13.5957,-0.082675,0
-13.5957,-0.023083,0
-13.5947,-0.032261,0
-13.5912,-0.087835,0
-13.5872,-0.128113,0
-13.5832,-0.085284,0
-13.5792,0.069480,0
-13.5762,0.299350,0
-13.5717,0.513632,0
-13.5677,0.613085,0
-13.5637,0.542105,0
-13.5597,0.317747,0
-13.5557,0.021143,0
-13.5517,-0.240585,0
-13.5467,-0.379627,0
-13.5437,-0.358562,0
-13.5397,-0.197587,0
-13.5357,0.039132,0
-13.5312,0.268611,0
-13.5272,0.416477,0
-13.5232,0.439769,0
-13.5192,0.339594,0
-13.5132,0.159302,0
-13.4997,-0.032522,0
-13.4987,-0.168483,0
-13.4977,-0.206946,0
-13.4967,-0.143811,0
-13.4957,-0.007795,0
-13.4911,0.154935,0
-13.4871,0.296355,0
-13.4831,0.375703,0
-13.4791,0.363819,0
-13.4751,0.249176,0
-13.4711,0.048099,0
-13.4671,-0.188082,0
-13.4631,-0.381771,0
-13.4591,-0.459798,0
-13.4551,-0.394834,0
-13.4511,-0.231352,0
-13.4471,-0.071952,0
-13.4431,-0.022624,0
-13.4351,-0.125885,0
-13.4301,-0.326066,0
-13.4291,-0.495936,0
-13.4221,-0.514116,0
-13.4211,-0.344799,0
-13.4161,-0.064230,0
-13.4141,0.188274,0
-13.4111,0.303701,0
-13.4071,0.275129,0
-13.4026,0.193922,0
-13.3985,0.170334,0
-13.3955,0.236891,0
-13.3915,0.310642,0
-13.3875,0.250216,0
-13.3834,-0.028297,0
-13.3794,-0.462740,0
-13.3754,-0.857011,0
-13.3714,-0.996522,0
-13.3674,-0.790855,0
-13.3634,-0.341128,0
-13.3594,0.120676,0
-13.3554,0.381024,0
-13.3514,0.377321,0
-13.3440,0.219586,0
-13.3320,0.089883,0
-13.3280,0.099699,0
-13.3270,0.215324,0
-13.3260,0.305212,0
-13.3240,0.264868,0
-13.3230,0.112361,0
-13.3190,-0.027362,0
-13.3150,-0.037103,0
-13.3109,0.078502,0
-13.3069,0.185442,0
-13.3034,0.140484,0
-13.2984,-0.051101,0
-13.2944,-0.176649,0
-13.2904,0.071181,0
-13.2864,0.868960,0
-13.2824,2.082693,0
-13.2784,3.277581,0
-13.2744,3.935010,0
-13.2714,3.745875,0
-13.2670,2.788743,0
-13.2629,1.476263,0
-13.2589,0.310493,0
-13.2549,-0.386668,0
-13.2415,-0.597216,0
-13.2405,-0.528296,0
-13.2395,-0.417657,0
-13.2395,-0.376464,0
-13.2351,-0.370605,0
-13.2311,-0.321664,0
-13.2271,-0.219257,0
-13.2230,-0.143952,0
-13.2190,-0.189216,0
-13.2149,-0.361790,0
-13.2106,-0.556468,0
-13.2071,-0.633307,0
-13.2026,-0.533677,0
-13.1976,-0.335345,0
-13.1946,-0.196444,0
-13.1906,-0.231309,0
-13.1866,-0.419113,0
-13.1826,-0.620538,0
-13.1786,-0.689566,0
-13.1746,-0.589992,0
-13.1556,-0.422888,0
-13.1546,-0.344011,0
-13.1546,-0.438923,0
-13.1536,-0.656030,0
-13.1526,-0.849155,0
-13.1506,-0.892674,0
-13.1466,-0.776162,0
-13.1426,-0.605694,0
-13.1386,-0.516079,0
-13.1346,-0.568316,0
-13.1306,-0.713499,0
-13.1266,-0.846151,0
-13.1226,-0.896690,0
-13.1186,-0.884556,0
-13.1146,-0.890700,0
-13.1106,-0.977132,0
-13.1066,-1.124120,0
-13.1031,-1.238761,0
-13.0991,-1.228313,0
-13.0951,-1.078488,0
-13.0911,-0.873289,0
-13.0841,-0.739628,0
-13.0791,-0.757819,0
-13.0791,-0.903153,0
-13.0728,-1.058258,0
-13.0656,-1.084180,0
-13.0646,-0.900253,0
-13.0626,-0.523715,0
-13.0586,-0.052724,0
-13.0546,0.387452,0
-13.0506,0.700234,0
-13.0466,0.850129,0
-13.0426,0.865641,0
-13.0383,0.819799,0
-13.0343,0.798322,0
-13.0303,0.864843,0
-13.0263,1.034494,0
-13.0223,1.268630,0
-13.0183,1.496941,0
-13.0143,1.657331,0
-13.0103,1.729298,0
-13.0061,1.737653,0
-13.0013,1.723829,0
-12.9883,1.707765,0
-12.9873,1.672302,0
-12.9873,1.584013,0
-12.9843,1.432456,0
-12.9823,1.251379,0
-12.9779,1.098713,0
-12.9739,1.008405,0
-12.9699,0.955603,0
-12.9659,0.870157,0
-12.9619,0.693917,0
-12.9579,0.436749,0
-12.9539,0.181085,0
-12.9509,0.023721,0
-12.9469,-0.003045,0
-12.9419,0.033727,0
-12.9389,0.010785,0
-12.9339,-0.158425,0
-12.9271,-0.452891,0
-12.9128,-0.753518,0
-12.9098,-0.928768,0
-12.9068,-0.930293,0
-12.9058,-0.822571,0
-12.9048,-0.723119,0
-12.9048,-0.702974,0
-12.9023,-0.730456,0
-12.8983,-0.705739,0
-12.8943,-0.557560,0
-12.8903,-0.319539,0
-12.8863,-0.118289,0
-12.8823,-0.078308,0
-12.8783,-0.219899,0
-12.8743,-0.435723,0
-12.8703,-0.569105,0
-12.8663,-0.533072,0
-12.8623,-0.373226,0
-12.8583,-0.221736,0
-12.8523,-0.179334,0
-12.8370,-0.223949,0
-12.8360,-0.225707,0
-12.8360,-0.061513,0
-12.8360,0.262370,0
-12.8340,0.584065,0
-12.8300,0.687769,0
-12.8260,0.462895,0
-12.8220,-0.000067,0
-12.8180,-0.454329,0
-12.8140,-0.654763,0
-12.8100,-0.516246,0
-12.8060,-0.159660,0
-12.8025,0.182546,0
-12.7985,0.326362,0
-12.7945,0.244236,0
-12.7895,0.050874,0
-12.7862,-0.106995,0
-12.7822,-0.161931,0
-12.7758,-0.153362,0
-12.7597,-0.162216,0
-12.7587,-0.220067,0
-12.7587,-0.276098,0
-12.7577,-0.250255,0
-12.7567,-0.123451,0
-12.7537,0.018942,0
-12.7507,0.036844,0
-12.7457,-0.153760,0
-12.7417,-0.496807,0
-12.7386,-0.812337,0
-12.7346,-0.911187,0
-12.7306,-0.728493,0
-12.7266,-0.376650,0
-12.7226,-0.074226,0
-12.7186,0.002163,0
-12.7139,-0.161647,0
-12.7099,-0.410657,0
-12.7059,-0.532529,0
-12.7024,-0.407768,0
-12.6933,-0.091373,0
-12.6783,0.230851,0
-12.6743,0.378074,0
-12.6723,0.303862,0
-12.6703,0.126600,0
-12.6693,0.039658,0
-12.6683,0.165692,0
-12.6683,0.458833,0
-12.6663,0.724754,0
-12.6613,0.746450,0
-12.6583,0.430726,0
-12.6543,-0.123024,0
-12.6502,-0.676426,0
-12.6462,-0.990419,0
-12.6422,-0.956688,0
-12.6382,-0.640710,0
-12.6342,-0.218814,0
-12.6302,0.137518,0
-12.6262,0.348540,0
-12.6222,0.433560,0
-12.6182,0.451349,0
-12.6142,0.433234,0
-12.6102,0.365037,0
-12.6006,0.226037,0
-12.5901,0.041194,0
-12.5851,-0.109949,0
-12.5841,-0.146626,0
-12.5841,-0.063314,0
-12.5831,0.039760,0
-12.5821,0.014341,0
-12.5781,-0.215421,0
-12.5741,-0.553457,0
-12.5697,-0.737508,0
-12.5663,-0.470089,0
-12.5623,0.393160,0
-12.5583,1.714923,0
-12.5543,3.097398,0
-12.5503,4.053975,0
-12.5463,4.239041,0
-12.5419,3.607628,0
-12.5379,2.420166,0
-12.5339,1.100088,0
-12.5299,0.033012,0
-12.5259,-0.582532,0
-12.5219,-0.767383,0
-12.5179,-0.686072,0
-12.5139,-0.527735,0
-12.5089,-0.415573,0
-12.4953,-0.381933,0
-12.4953,-0.399355,0
-12.4943,-0.429919,0
-12.4933,-0.457525,0
-12.4893,-0.490117,0
-12.4863,-0.541959,0
-12.4813,-0.615474,0
-12.4773,-0.696441,0
-12.4733,-0.763427,0
-12.4703,-0.802032,0
-12.4653,-0.812512,0
-12.4613,-0.805364,0
-12.4573,-0.788912,0
-12.4533,-0.759687,0
-12.4493,-0.705394,0
-12.4453,-0.620999,0
-12.4413,-0.526407,0
-12.4373,-0.468753,0
-12.4333,-0.500376,0
-12.4280,-0.642227,0
-12.4130,-0.858659,0
-12.4100,-1.068144,0
-12.4090,-1.191561,0
-12.4080,-1.209068,0
-12.4070,-1.182525,0
-12.4060,-1.218535,0
-12.4025,-1.389577,0
-12.3981,-1.667131,0
-12.3931,-1.920625,0
-12.3901,-1.993466,0
-12.3861,-1.810098,0
-12.3811,-1.439176,0
-12.3781,-1.063194,0
-12.3733,-0.869648,0
-12.3693,-0.936386,0
-12.3653,-1.189814,0
-12.3613,-1.462553,0
-12.3573,-1.605264,0
-12.3533,-1.570391,0
-12.3493,-1.411638,0
-12.3453,-1.211012,0
-12.3413,-1.000707,0
-12.3373,-0.745979,0
-12.3319,-0.399536,0
-12.3171,0.025465,0
-12.3166,0.434382,0
-12.3160,0.708930,0
-12.3155,0.801501,0
-12.3132,0.786934,0
-12.3093,0.821631,0
-12.3048,1.033168,0
-12.3012,1.422410,0
-12.2972,1.855317,0
-12.2932,2.154649,0
-12.2889,2.224525,0
-12.2849,2.114621,0
-12.2819,1.976879,0
-12.2769,1.949910,0
-12.2739,2.060058,0
-12.2699,2.212025,0
-12.2659,2.270437,0
-12.2619,2.164352,0
-12.2569,1.933575,0
-12.2529,1.686369,0
-12.2495,1.509324,0
-12.2455,1.404597,0
-12.2375,1.301971,0
-12.2235,1.129446,0
-12.2225,0.879744,0
-12.2215,0.617800,0
-12.2215,0.426519,0
-12.2205,0.339425,0
-12.2175,0.317022,0
-12.2137,0.284304,0
-12.2097,0.194941,0
-12.2057,0.067285,0
-12.2012,-0.036282,0
-12.1972,-0.066123,0
-12.1932,-0.028470,0
-12.1892,0.020753,0
-12.1852,0.023576,0
-12.1812,-0.033507,0
-12.1772,-0.113397,0
-12.1732,-0.165150,0
-12.1692,-0.168969,0
-12.1652,-0.149456,0
-12.1612,-0.147359,0
-12.1572,-0.177935,0
-12.1532,-0.215822,0
-12.1464,-0.221251,0
-12.1322,-0.183133,0
-12.1302,-0.136667,0
-12.1292,-0.134078,0
-12.1292,-0.190071,0
-12.1282,-0.250928,0
-12.1253,-0.221859,0
-12.1212,-0.040035,0
-12.1172,0.261223,0
-12.1132,0.551993,0
-12.1092,0.678886,0
-12.1052,0.564574,0
-12.1007,0.262576,0
-12.0977,-0.074251,0
-12.0927,-0.291088,0
-12.0897,-0.326225,0
-12.0852,-0.238404,0
-12.0812,-0.151463,0
-12.0772,-0.160831,0
-12.0732,-0.270531,0
-12.0692,-0.401963,0
-12.0652,-0.460421,0
-12.0612,-0.404976,0
-12.0552,-0.270973,0
-12.0397,-0.135288,0
-12.0387,-0.058228,0
-12.0377,-0.048885,0
-12.0377,-0.076066,0
-12.0367,-0.107859,0
-12.0327,-0.142060,0
-12.0287,-0.202124,0
-12.0254,-0.305915,0
-12.0214,-0.438312,0
-12.0174,-0.554210,0
-12.0134,-0.610640,0
-12.0094,-0.600570,0
-12.0054,-0.558863,0
-12.0009,-0.534469,0
-11.9969,-0.551779,0
-11.9929,-0.593402,0
-11.9894,-0.618498,0
-11.9854,-0.600492,0
-11.9814,-0.551320,0
-11.9744,-0.510708,0
-11.9594,-0.509080,0
-11.9594,-0.536203,0
-11.9584,-0.544202,0
-11.9574,-0.485179,0
-11.9564,-0.353559,0
-11.9534,-0.197065,0
-11.9494,-0.084352,0
-11.9449,-0.053042,0
-11.9409,-0.079921,0
-11.9369,-0.099328,0
-11.9329,-0.057538,0
-11.9289,0.039475,0
-11.9253,0.124694,0
-11.9209,0.119569,0
-11.9169,-0.002080,0
-11.9129,-0.185681,0
-11.9089,-0.327120,0
-11.9049,-0.341651,0
-11.9014,-0.218757,0
-11.8964,-0.021834,0
-11.8691,0.164735,0
-11.8638,0.296444,0
-11.8618,0.386676,0
-11.8598,0.467334,0
-11.8588,0.527878,0
-11.8588,0.491324,0
-11.8578,0.259688,0
-11.8578,-0.196069,0
-11.8578,-0.770469,0
-11.8568,-1.243895,0
-11.8528,-1.392455,0
-11.8488,-1.122737,0
-11.8448,-0.540597,0
-11.8408,0.098289,0
-11.8366,0.529653,0
-11.8326,0.624314,0
-11.8286,0.443715,0
-11.8249,0.178048,0
-11.8209,0.016919,0
-11.8169,0.042493,0
-11.8129,0.209287,0
-11.8087,0.406504,0
